Item,Carbs,Calories,Protein,Meal,Day,Fat
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Roasted Asparagus (1 cup)",79,940,60,Dinner,EVERY_DAY,41.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Roasted Broccolini (1/2 cup)",79,940,58,Dinner,EVERY_DAY,41.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Roasted Brussels Sprouts (1/2 cup)",79,940,58,Dinner,EVERY_DAY,41.8
"Marinated Hanger Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Grilled Squash (1/2 cup)",59,940,72,Dinner,EVERY_DAY,41.8
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1 cup), Peas and Carrots (1 cup)",100,940,87,Dinner,EVERY_DAY,21.3
"Pork Tenderloin with a light marinade (8 oz serving), Jasmine Rice (1 cup), Grilled Squash (1 cup)",78,940,79,Dinner,EVERY_DAY,34.7
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",112,940,52,Dinner,EVERY_DAY,31.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Steamed Carrots (1 cup)",70,938,66,Dinner,EVERY_DAY,41.7
"Shrimp (10 shrimp) with garlic, butter (1 tbsp), and olive oil (1 tbsp), Brown Rice Pilaf (1 cup), Roasted Corn (1 cup)",116,938,57,Dinner,EVERY_DAY,27.3
"Honey Rosemary Flank Steak (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",72,936,80,Dinner,EVERY_DAY,36.4
"Pork Tenderloin with a light marinade (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",72,936,88,Dinner,EVERY_DAY,32.9
"Core Power Elite (Chocolate) (1 Bottle), Brazil nuts (1/2 cup), Dried Cranberries (1/2 cup)",83,936,53,Snack,EVERY_DAY,41.6
"Marinated Hanger Steak (8 oz serving), Quinoa (1 cup), Steamed Snow Peas (1/2 cup)",51,935,73,Dinner,EVERY_DAY,41.6
"Honey Rosemary Flank Steak (8 oz serving), Buttered Egg Noodles (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",59,934,76,Dinner,EVERY_DAY,41.5
"Pork Tenderloin with a light marinade (8 oz serving), Buttered Egg Noodles (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",59,934,84,Dinner,EVERY_DAY,40.2
"OWYN Protein Shake (Vanilla) (1 Bottle), Brazil nuts (1/2 cup), Dried Banana (2 oz)",51,934,32,Snack,EVERY_DAY,41.5
"Honey Rosemary Flank Steak (8 oz serving), Wild Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",48,932,87,Dinner,EVERY_DAY,41.4
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Yellow Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",99,930,40,Lunch,EVERY_DAY,41.3
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Carrots (1 cup)",62,930,64,Dinner,EVERY_DAY,41.3
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Couscous (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",45,930,68,Dinner,EVERY_DAY,41.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1 cup), Roasted Corn (1 cup)",101,930,64,Dinner,EVERY_DAY,30.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Roasted Vegetables (1/2 cup)",78,930,57,Dinner,EVERY_DAY,41.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Rosemary Roasted Red Potatoes (1 cup), Roasted Corn (1 cup)",85,930,60,Dinner,EVERY_DAY,38.9
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1 cup), Roasted Corn (1/2 cup)",99,930,86,Dinner,EVERY_DAY,21.1
"Pork Tenderloin with a light marinade (8 oz serving), Wild Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",68,930,87,Dinner,EVERY_DAY,34.4
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1 cup), Grilled Squash (1 cup)",102,930,52,Dinner,EVERY_DAY,34.9
"Caprese Sandwich (2 slices of French bread, 2 oz of mozzarella, 2 tbsp of balsamic vinaigrette, fresh basil, and tomato slices), Wild Rice (1 cup), Grilled Squash (1 cup)",114,928,35,Dinner,EVERY_DAY,36.9
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Roasted Potatoes (1 cup), Grilled Squash (1/2 cup)",62,928,66,Dinner,EVERY_DAY,41.2
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Steamed Broccoli with Lemon (1 cup)",62,928,68,Dinner,EVERY_DAY,41.2
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",61,927,47,Dinner,EVERY_DAY,41.2
"Pork Tenderloin with a light marinade (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Grilled Squash (1 cup)",70,926,84,Dinner,EVERY_DAY,34.4
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Steamed Carrots (1/2 cup)",81,925,57,Dinner,EVERY_DAY,41.1
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (10 wedges), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",99,925,40,Dinner,EVERY_DAY,41.0
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Carrots (1 cup)",70,924,71,Dinner,EVERY_DAY,40.0
"Lemon Herb Chicken Thigh (4 oz serving), Parmesan Potato Wedges (10 wedges), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",79,922,50,Dinner,EVERY_DAY,41.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Mashed Sweet Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",45,922,68,Dinner,EVERY_DAY,41.0
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Jasmine Rice (1 cup), Grilled Squash (1/2 cup)",117,920,42,Lunch,EVERY_DAY,31.6
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1 cup)",113,920,44,Lunch,EVERY_DAY,32.4
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Quinoa (1 cup), Steamed Broccoli with Lemon (1 cup)",103,920,48,Lunch,EVERY_DAY,35.1
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",111,920,46,Lunch,EVERY_DAY,32.4
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Rosemary Roasted Red Potatoes (1/2 cup), Roasted Corn (1 cup)",116,920,45,Lunch,EVERY_DAY,30.7
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Parmesan Potato Wedges (10 wedges), Steamed Broccoli with Lemon (1 cup)",84,920,63,Dinner,EVERY_DAY,36.9
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Broccoli with Lemon (1 cup)",54,920,66,Dinner,EVERY_DAY,40.9
"Herb Roasted Chicken Breast (8 oz serving), Parmesan Potato Wedges (10 wedges), Peas and Carrots (1/2 cup)",84,920,84,Dinner,EVERY_DAY,27.6
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Steamed Cauliflower (1 cup)",79,920,58,Dinner,EVERY_DAY,40.9
"Marinated Hanger Steak (8 oz serving), Parmesan Potato Wedges (5 wedges), Roasted Brussels Sprouts (1/2 cup)",51,920,70,Dinner,EVERY_DAY,40.9
"Pork Tenderloin with a light marinade (8 oz serving), Wild Rice (1 cup), Grilled Squash (1 cup)",66,920,83,Dinner,EVERY_DAY,36.0
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Roasted Brussels Sprouts (1/2 cup)",60,918,66,Dinner,EVERY_DAY,40.8
"Flat Iron Steak (8 oz serving), Couscous (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",43,917,63,Dinner,EVERY_DAY,40.8
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Lo Mein Noodles (1 cup), Steamed Snow Peas (1/2 cup)",119,915,47,Lunch,EVERY_DAY,27.9
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Rosemary Roasted Red Potatoes (1 cup), Steamed Snow Peas (1/2 cup)",103,915,43,Lunch,EVERY_DAY,36.8
"Flat Iron Steak (8 oz serving), Jasmine Rice (1 cup), Steamed Snow Peas (1/2 cup)",60,915,61,Dinner,EVERY_DAY,40.7
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Roasted Asparagus (1/2 cup)",76,915,58,Dinner,EVERY_DAY,40.7
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (10 wedges), Grilled Squash (1 cup)",97,915,36,Dinner,EVERY_DAY,40.7
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Sauteed Green Beans (1/2 cup)",61,913,66,Dinner,EVERY_DAY,40.6
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",75,912,52,Lunch,EVERY_DAY,40.5
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",78,912,54,Lunch,EVERY_DAY,40.5
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",45,912,72,Dinner,EVERY_DAY,40.5
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (5 wedges), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",43,912,68,Dinner,EVERY_DAY,40.5
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",95,910,44,Lunch,EVERY_DAY,39.3
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1 cup), Peas and Carrots (1/2 cup)",113,910,44,Lunch,EVERY_DAY,31.3
"Flat Iron Steak (8 oz serving), Buttered Egg Noodles (1/2 cup), Braised Collard Greens (1 cup)",42,910,64,Dinner,EVERY_DAY,40.4
"Flat Iron Steak (8 oz serving), Jasmine Rice (1/2 cup), Grilled Squash (1/2 cup)",45,910,60,Dinner,EVERY_DAY,40.4
"Herb Roasted Chicken Breast (8 oz serving), Parmesan Potato Wedges (10 wedges), Roasted Eggplant (1/2 cup)",78,910,83,Dinner,EVERY_DAY,29.6
"Herb Roasted Chicken Breast (8 oz serving), Parmesan Potato Wedges (10 wedges), Roasted Vegetables (1/2 cup)",79,910,83,Dinner,EVERY_DAY,29.1
"Honey Rosemary Flank Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",68,910,77,Dinner,EVERY_DAY,36.7
"Lemon Herb Chicken Thigh (4 oz serving), Parmesan Potato Wedges (10 wedges), Grilled Squash (1 cup)",97,910,38,Dinner,EVERY_DAY,40.4
"Marinated Hanger Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1 cup)",61,910,74,Dinner,EVERY_DAY,40.4
"Marinated Hanger Steak (8 oz serving), Parmesan Potato Wedges (5 wedges), Roasted Vegetables (1/2 cup)",50,910,69,Dinner,EVERY_DAY,40.4
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1 cup), Steamed Carrots (1 cup)",96,910,85,Dinner,EVERY_DAY,20.7
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",68,910,85,Dinner,EVERY_DAY,33.1
"Honey Rosemary Flank Steak (8 oz serving), Quinoa (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",61,909,75,Dinner,EVERY_DAY,40.4
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",69,909,81,Dinner,EVERY_DAY,34.3
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Roasted Eggplant (1/2 cup)",58,908,65,Dinner,EVERY_DAY,40.4
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Roasted Vegetables (1/2 cup)",59,908,65,Dinner,EVERY_DAY,40.4
"Cilantro Lime Chicken (4 oz serving), Parmesan Potato Wedges (10 wedges), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",79,907,52,Dinner,EVERY_DAY,40.3
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",50,907,66,Dinner,EVERY_DAY,40.3
"Marinated Hanger Steak (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Broccoli with Lemon (1 cup)",59,906,77,Dinner,EVERY_DAY,40.2
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",53,905,64,Dinner,EVERY_DAY,40.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (10 wedges), Steamed Cauliflower (1/2 cup)",76,905,57,Dinner,EVERY_DAY,40.2
"Cilantro Lime Chicken (8 oz serving), Lo Mein Noodles (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",79,904,71,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Quinoa (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",56,904,61,Dinner,EVERY_DAY,40.2
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Roasted Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",61,902,80,Dinner,EVERY_DAY,37.6
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Jasmine Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",57,902,68,Dinner,EVERY_DAY,40.1
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",54,902,58,Dinner,EVERY_DAY,40.1
"Chicken Caesar Salad (3 cups of shredded lettuce, 6 oz chicken breast, 1 tbsp of parmesan cheese, 1 tbsp of olive oil, 1 tbsp of caesar dressing), Buttered Egg Noodles (1 cup), Roasted Corn (1 cup)",84,901,72,Dinner,EVERY_DAY,30.8
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Grilled Squash (1 cup)",96,900,42,Lunch,EVERY_DAY,38.7
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Jasmine Rice (1 cup), Braised Collard Greens (1 cup)",119,900,44,Lunch,EVERY_DAY,27.6
"Flat Iron Steak (4 oz serving), Parmesan Potato Wedges (10 wedges), Braised Collard Greens (1 cup)",90,900,40,Dinner,EVERY_DAY,40.0
"Flat Iron Steak (4 oz serving), Parmesan Potato Wedges (10 wedges), Peas and Carrots (1 cup)",96,900,40,Dinner,EVERY_DAY,39.6
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Eggplant (1/2 cup)",50,900,63,Dinner,EVERY_DAY,40.0
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Vegetables (1/2 cup)",51,900,63,Dinner,EVERY_DAY,40.0
"Herb Roasted Chicken Breast (8 oz serving), Parmesan Potato Wedges (10 wedges), Steamed Broccoli with Lemon (1/2 cup)",78,900,84,Dinner,EVERY_DAY,28.0
"Herb Roasted Chicken Breast (8 oz serving), Parmesan Potato Wedges (10 wedges), Steamed Snow Peas (1 cup)",78,900,84,Dinner,EVERY_DAY,28.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (5 wedges), Grilled Squash (1 cup)",61,900,56,Dinner,EVERY_DAY,40.0
"Marinated Hanger Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Vegetables (1 cup)",57,900,72,Dinner,EVERY_DAY,40.0
"Marinated Hanger Steak (8 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Cauliflower (1 cup)",51,900,70,Dinner,EVERY_DAY,40.0
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1 cup), Steamed Broccoli with Lemon (1 cup)",88,900,87,Dinner,EVERY_DAY,22.2
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Grilled Squash (1 cup)",66,900,81,Dinner,EVERY_DAY,34.7
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",74,900,50,Dinner,EVERY_DAY,40.0
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Sauteed Green Beans (1/2 cup)",61,899,71,Dinner,EVERY_DAY,40.0
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Steamed Snow Peas (1 cup)",58,898,66,Dinner,EVERY_DAY,39.9
"Edamame (1 cup), Pecans (1/2 cup), Dried Banana (2 oz)",50,898,26,Snack,EVERY_DAY,39.9
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1 cup), Roasted Corn (1 cup)",88,897,50,Lunch,EVERY_DAY,38.3
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",66,896,63,Dinner,EVERY_DAY,39.8
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1 cup), Steamed Carrots (1/2 cup)",111,895,43,Lunch,EVERY_DAY,31.0
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Parmesan Potato Wedges (10 wedges), Steamed Carrots (1/2 cup)",84,895,60,Dinner,EVERY_DAY,35.4
"Cilantro Lime Chicken (4 oz serving), Parmesan Potato Wedges (10 wedges), Grilled Squash (1 cup)",97,895,40,Dinner,EVERY_DAY,38.6
"Flat Iron Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Carrots (1/2 cup)",54,895,63,Dinner,EVERY_DAY,39.8
"Marinated Hanger Steak (8 oz serving), Parmesan Potato Wedges (5 wedges), Roasted Asparagus (1/2 cup)",48,895,70,Dinner,EVERY_DAY,39.8
"Pork Tenderloin with a light marinade (8 oz serving), Jasmine Rice (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",69,894,80,Dinner,EVERY_DAY,33.1
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1 cup), Roasted Asparagus (1/2 cup)",57,893,66,Dinner,EVERY_DAY,39.7
"Pork Tenderloin with a light marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",33,892,90,Dinner,EVERY_DAY,39.6
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Parmesan Potato Wedges (5 wedges), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",95,891,43,Dinner,EVERY_DAY,37.7
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Jasmine Rice (1 cup), Sauteed Green Beans (1 cup)",119,890,44,Lunch,EVERY_DAY,26.4
"Flat Iron Steak (8 oz serving), Jasmine Rice (1/2 cup), Peas and Carrots (1 cup)",53,890,62,Dinner,EVERY_DAY,39.6
"Flat Iron Steak (8 oz serving), Jasmine Rice (1/2 cup), Roasted Broccolini (1cup)",45,890,62,Dinner,EVERY_DAY,39.6
"Flat Iron Steak (8 oz serving), Jasmine Rice (1/2 cup), Roasted Brussels Sprouts (1 cup)",45,890,62,Dinner,EVERY_DAY,39.6
"Flat Iron Steak (8 oz serving), Lo Mein Noodles (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",45,890,63,Dinner,EVERY_DAY,39.6
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Roasted Potatoes (1 cup), Grilled Squash (1 cup)",79,890,68,Dinner,EVERY_DAY,33.6
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",69,890,64,Dinner,EVERY_DAY,39.6
