athlete_id,name,age,gender,sport_league,sport_type,height_cm,weight_kg,body_fat_percentage,bmr_calories,activity_level,training_experience_years,competition_level,user_scenario,goals,adherence_rate,created_date
ATH000592,Soccer Professional 592,25,F,Soccer,Endurance,151,56,16.7,1353.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000593,Soccer Casual User 593,30,F,Soccer,Endurance,163,71,16.6,1495.0,Moderate,4,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000594,Boxing Amateur Athlete 594,37,M,Boxing,Power,173,61,6.9,1521.0,Very High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000595,NBA Amateur Athlete 595,26,F,NBA,Team Sport,194,72,13.2,1581.0,Very High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000596,Cricket Fitness Enthusiast 596,21,M,Cricket,Skill,186,68,9.5,1790.0,High,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000597,NBA Elite Athlete 597,18,M,NBA,Team Sport,219,110,10.8,2553.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000598,Cricket Professional 598,37,F,Cricket,Skill,171,55,23.1,1324.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000599,Swimming Amateur Athlete 599,27,F,Swimming,Endurance,172,64,14.2,1459.0,Very High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000600,Cycling Weight Loss 600,27,F,Cycling,Endurance,170,84,23.2,1647.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000601,Soccer Amateur Athlete 601,40,M,Soccer,Endurance,167,77,6.0,1691.0,Very High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000602,Tennis Elite Athlete 602,29,F,Tennis,Power,156,55,17.0,1334.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000603,Boxing Fitness Enthusiast 603,21,F,Boxing,Power,173,48,16.0,1336.0,Moderate,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000604,Cycling Fitness Enthusiast 604,22,F,Cycling,Endurance,165,62,11.9,1450.0,Moderate,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000605,Cricket Amateur Athlete 605,35,M,Cricket,Skill,180,78,12.2,1803.0,Very High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000606,NFL Amateur Athlete 606,33,F,NFL,Team Sport,166,102,18.8,1783.0,Very High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000607,Tennis Casual User 607,32,M,Tennis,Power,172,70,9.3,1673.0,High,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000608,Cricket Fitness Enthusiast 608,40,M,Cricket,Skill,180,69,9.3,1646.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000609,Cricket Elite Athlete 609,23,M,Cricket,Skill,183,83,15.6,1968.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000610,NBA Elite Athlete 610,34,M,NBA,Team Sport,195,128,9.7,2573.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000611,Tennis Weight Gain 611,21,M,Tennis,Power,177,74,6.0,1828.0,High,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000612,Tennis Fitness Enthusiast 612,24,F,Tennis,Power,177,48,14.6,1329.0,Moderate,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000613,Boxing Fitness Enthusiast 613,28,F,Boxing,Power,163,47,13.1,1275.0,High,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000614,Soccer Professional 614,20,M,Soccer,Endurance,167,77,8.7,1826.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000615,NFL Professional 615,33,M,NFL,Team Sport,198,148,16.1,2869.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000616,Swimming Fitness Enthusiast 616,32,F,Swimming,Endurance,159,56,16.9,1335.0,High,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000617,Tennis Casual User 617,22,F,Tennis,Power,174,70,15.4,1544.0,Moderate,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000618,NFL Weight Loss 618,32,F,NFL,Team Sport,172,129,35.3,2057.0,Moderate,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000619,Swimming Elite Athlete 619,19,M,Swimming,Endurance,173,70,5.0,1766.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000620,Cricket Elite Athlete 620,28,F,Cricket,Skill,166,72,14.2,1520.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000621,Boxing Elite Athlete 621,25,F,Boxing,Power,157,50,15.5,1307.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000622,Swimming Amateur Athlete 622,19,M,Swimming,Endurance,170,85,10.1,1958.0,Very High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000623,Tennis Professional 623,31,F,Tennis,Power,158,68,17.6,1453.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000624,NFL Fitness Enthusiast 624,33,F,NFL,Team Sport,170,91,19.0,1686.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000625,Boxing Elite Athlete 625,35,M,Boxing,Power,165,63,7.1,1522.0,Very High,10,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000626,NFL Weight Loss 626,34,F,NFL,Team Sport,175,140,28.5,2159.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000627,Swimming Professional 627,38,M,Swimming,Endurance,176,66,7.4,1598.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000628,Cycling Professional 628,39,F,Cycling,Endurance,158,56,16.8,1301.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000629,Swimming Elite Athlete 629,39,F,Swimming,Endurance,174,64,13.3,1407.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000630,Boxing Fitness Enthusiast 630,27,F,Boxing,Power,161,51,15.8,1314.0,Moderate,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000631,Cycling Casual User 631,33,F,Cycling,Endurance,160,56,16.4,1332.0,High,4,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000632,Cycling Elite Athlete 632,37,F,Cycling,Endurance,166,56,13.3,1325.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000633,Boxing Professional 633,34,F,Boxing,Power,169,58,16.7,1363.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000634,Soccer Casual User 634,26,F,Soccer,Endurance,164,71,16.9,1516.0,High,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000635,NFL Amateur Athlete 635,21,M,NFL,Team Sport,178,137,12.1,2699.0,Very High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000636,Cycling Professional 636,24,F,Cycling,Endurance,169,53,12.1,1362.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000637,NBA Casual User 637,24,M,NBA,Team Sport,203,95,13.5,2226.0,Moderate,2,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000638,Cricket Weight Loss 638,36,M,Cricket,Skill,180,99,27.2,2085.0,Moderate,6,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000639,Cricket Weight Loss 639,33,M,Cricket,Skill,181,86,23.6,1932.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000640,NFL Elite Athlete 640,28,M,NFL,Team Sport,207,105,10.2,2357.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000641,Cycling Professional 641,34,M,Cycling,Endurance,175,76,8.1,1758.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000642,NFL Fitness Enthusiast 642,39,M,NFL,Team Sport,203,85,8.9,1988.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000643,NBA Weight Loss 643,32,M,NBA,Team Sport,216,137,21.4,2815.0,High,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000644,Cricket Elite Athlete 644,37,F,Cricket,Skill,164,75,19.8,1503.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000645,NFL Elite Athlete 645,25,F,NFL,Team Sport,193,132,16.5,2158.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000646,Cricket Amateur Athlete 646,32,F,Cricket,Skill,163,72,22.3,1496.0,Very High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000647,Cricket Fitness Enthusiast 647,28,F,Cricket,Skill,166,60,16.3,1405.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000648,Soccer Weight Loss 648,25,M,Soccer,Endurance,178,95,15.0,2095.0,Moderate,1,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000649,Cricket Fitness Enthusiast 649,31,F,Cricket,Skill,162,56,21.7,1345.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000650,Boxing Weight Loss 650,29,F,Boxing,Power,161,79,29.1,1573.0,High,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000651,Tennis Amateur Athlete 651,27,M,Tennis,Power,171,55,8.1,1496.0,High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000652,Soccer Elite Athlete 652,33,M,Soccer,Endurance,177,69,8.8,1678.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000653,Soccer Weight Loss 653,23,F,Soccer,Endurance,165,65,29.2,1474.0,High,6,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000654,NFL Professional 654,36,M,NFL,Team Sport,206,155,17.6,2985.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000655,NFL Fitness Enthusiast 655,31,M,NFL,Team Sport,179,115,14.9,2334.0,Moderate,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000656,Cricket Professional 656,26,F,Cricket,Skill,159,59,22.5,1392.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000657,Swimming Weight Loss 657,20,M,Swimming,Endurance,196,85,25.3,2081.0,Moderate,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000658,NBA Elite Athlete 658,31,M,NBA,Team Sport,213,104,9.6,2353.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000659,Boxing Weight Loss 659,28,M,Boxing,Power,189,111,24.6,2349.0,Moderate,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000660,Cricket Fitness Enthusiast 660,20,M,Cricket,Skill,185,83,13.3,1998.0,Moderate,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000661,NFL Weight Loss 661,35,F,NFL,Team Sport,163,102,31.9,1768.0,Moderate,4,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000662,NBA Professional 662,20,F,NBA,Team Sport,172,93,15.6,1769.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000663,Swimming Weight Loss 663,28,F,Swimming,Endurance,173,93,30.8,1734.0,Moderate,4,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000664,Cricket Fitness Enthusiast 664,19,F,Cricket,Skill,169,69,14.7,1539.0,High,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000665,Cricket Elite Athlete 665,26,F,Cricket,Skill,162,75,22.3,1550.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000666,NFL Professional 666,34,F,NFL,Team Sport,174,76,21.8,1545.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000667,Boxing Fitness Enthusiast 667,34,F,Boxing,Power,169,48,13.8,1268.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000668,Cricket Elite Athlete 668,18,F,Cricket,Skill,161,64,14.7,1481.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000669,Swimming Amateur Athlete 669,36,F,Swimming,Endurance,157,68,11.1,1427.0,High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000670,Cricket Fitness Enthusiast 670,19,M,Cricket,Skill,170,70,8.1,1751.0,High,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000671,NFL Amateur Athlete 671,20,F,NFL,Team Sport,185,130,16.8,2147.0,Very High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000672,NBA Amateur Athlete 672,25,F,NBA,Team Sport,189,78,15.1,1634.0,High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000673,NFL Amateur Athlete 673,28,F,NFL,Team Sport,161,108,22.6,1855.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000674,Tennis Fitness Enthusiast 674,35,F,Tennis,Power,156,67,19.2,1421.0,High,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000675,Cycling Weight Loss 675,20,M,Cycling,Endurance,172,78,19.1,1865.0,High,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000676,NBA Professional 676,33,M,NBA,Team Sport,185,137,8.8,2653.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000677,Cricket Amateur Athlete 677,39,F,Cricket,Skill,174,70,20.0,1464.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000678,Soccer Amateur Athlete 678,31,F,Soccer,Endurance,163,67,14.6,1452.0,Very High,8,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000679,NFL Fitness Enthusiast 679,28,M,NFL,Team Sport,182,136,12.8,2658.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000680,Boxing Amateur Athlete 680,25,M,Boxing,Power,188,88,7.8,2048.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000681,NFL Weight Loss 681,38,M,NFL,Team Sport,201,111,29.2,2342.0,High,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000682,NFL Amateur Athlete 682,25,F,NFL,Team Sport,190,86,15.3,1712.0,High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000683,Boxing Amateur Athlete 683,18,M,Boxing,Power,173,60,10.4,1636.0,Very High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000684,Cycling Professional 684,38,F,Cycling,Endurance,163,51,11.5,1267.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000685,Soccer Weight Gain 685,21,F,Soccer,Endurance,155,51,9.2,1331.0,Moderate,3,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000686,Boxing Weight Gain 686,19,M,Boxing,Power,186,47,8.7,1515.0,Moderate,5,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000687,Cricket Weight Loss 687,32,F,Cricket,Skill,163,78,26.9,1553.0,High,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000688,Soccer Elite Athlete 688,39,F,Soccer,Endurance,165,59,16.0,1342.0,Very High,18,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000689,Tennis Amateur Athlete 689,25,M,Tennis,Power,195,56,9.3,1643.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000690,Boxing Weight Loss 690,29,F,Boxing,Power,151,76,27.4,1526.0,Moderate,2,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000691,Cycling Casual User 691,24,M,Cycling,Endurance,174,80,5.7,1875.0,Moderate,5,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000692,Tennis Elite Athlete 692,40,M,Tennis,Power,195,82,7.7,1900.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000693,Cycling Casual User 693,37,F,Cycling,Endurance,167,52,11.9,1288.0,Moderate,3,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000694,Cycling Fitness Enthusiast 694,26,F,Cycling,Endurance,164,68,12.5,1487.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000695,NBA Weight Gain 695,37,F,NBA,Team Sport,181,104,11.8,1811.0,Moderate,2,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000696,NFL Weight Gain 696,25,F,NFL,Team Sport,187,103,20.0,1869.0,Moderate,5,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000697,Swimming Fitness Enthusiast 697,22,M,Swimming,Endurance,193,86,8.4,2066.0,Moderate,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000698,Boxing Amateur Athlete 698,27,F,Boxing,Power,172,71,15.5,1526.0,Very High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000699,Boxing Amateur Athlete 699,19,F,Boxing,Power,154,69,14.1,1511.0,Very High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000700,Boxing Amateur Athlete 700,39,F,Boxing,Power,168,62,15.5,1376.0,Very High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000701,Cycling Elite Athlete 701,35,M,Cycling,Endurance,185,60,6.0,1581.0,Very High,14,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000702,Tennis Fitness Enthusiast 702,26,F,Tennis,Power,160,69,13.3,1489.0,High,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000703,Soccer Amateur Athlete 703,24,M,Soccer,Endurance,175,61,10.2,1619.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000704,NFL Amateur Athlete 704,34,M,NFL,Team Sport,186,127,8.6,2514.0,High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000705,NBA Professional 705,29,M,NBA,Team Sport,217,140,8.1,2882.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000706,Swimming Fitness Enthusiast 706,22,F,Swimming,Endurance,166,55,12.5,1385.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000707,NBA Amateur Athlete 707,33,F,NBA,Team Sport,186,110,12.7,1897.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000708,Swimming Weight Loss 708,32,M,Swimming,Endurance,199,89,22.9,2070.0,Moderate,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000709,Soccer Weight Loss 709,29,M,Soccer,Endurance,184,94,19.5,2084.0,High,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000710,Soccer Fitness Enthusiast 710,20,M,Soccer,Endurance,181,72,10.7,1827.0,High,1,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000711,NFL Weight Gain 711,37,F,NFL,Team Sport,166,128,14.0,2013.0,High,3,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000712,Soccer Weight Loss 712,32,M,Soccer,Endurance,176,80,17.8,1831.0,High,6,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000713,Cycling Professional 713,23,F,Cycling,Endurance,161,56,14.5,1381.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000714,Soccer Elite Athlete 714,40,F,Soccer,Endurance,168,55,15.4,1305.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000715,Soccer Amateur Athlete 715,30,M,Soccer,Endurance,174,69,10.0,1683.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000716,NBA Fitness Enthusiast 716,23,M,NBA,Team Sport,216,80,6.4,2092.0,Moderate,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000717,NFL Professional 717,27,M,NFL,Team Sport,209,89,11.5,2154.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000718,Tennis Professional 718,26,F,Tennis,Power,162,71,20.4,1512.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000719,NFL Amateur Athlete 719,23,F,NFL,Team Sport,167,126,23.6,2061.0,Very High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000720,Soccer Amateur Athlete 720,27,M,Soccer,Endurance,172,67,11.6,1666.0,Very High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000721,Cricket Professional 721,37,F,Cricket,Skill,161,57,16.8,1325.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000722,Boxing Amateur Athlete 722,34,F,Boxing,Power,169,76,14.6,1536.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000723,NFL Fitness Enthusiast 723,20,F,NFL,Team Sport,193,88,22.4,1760.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000724,Soccer Professional 724,22,M,Soccer,Endurance,183,69,9.4,1782.0,Very High,11,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000725,Boxing Professional 725,18,M,Boxing,Power,167,90,11.1,2018.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000726,Soccer Professional 726,35,M,Soccer,Endurance,178,63,7.2,1587.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000727,Soccer Fitness Enthusiast 727,27,F,Soccer,Endurance,166,62,17.1,1429.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000728,Cycling Fitness Enthusiast 728,25,M,Cycling,Endurance,175,74,7.4,1791.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000729,Tennis Amateur Athlete 729,29,F,Tennis,Power,179,62,14.0,1444.0,High,6,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000730,Boxing Professional 730,40,M,Boxing,Power,189,68,8.7,1677.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000731,Boxing Elite Athlete 731,23,F,Boxing,Power,157,73,19.3,1536.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000732,Tennis Amateur Athlete 732,29,F,Tennis,Power,161,60,12.8,1391.0,High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000733,Tennis Fitness Enthusiast 733,38,F,Tennis,Power,164,52,14.4,1278.0,Moderate,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000734,Soccer Casual User 734,34,F,Soccer,Endurance,162,60,18.9,1370.0,Moderate,4,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000735,Cricket Casual User 735,31,M,Cricket,Skill,174,70,13.8,1690.0,Moderate,4,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000736,Cricket Professional 736,33,M,Cricket,Skill,189,77,11.8,1848.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000737,Tennis Fitness Enthusiast 737,35,M,Tennis,Power,189,74,7.4,1793.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000738,Tennis Elite Athlete 738,18,M,Tennis,Power,185,60,10.5,1696.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000739,Tennis Amateur Athlete 739,36,M,Tennis,Power,193,66,13.5,1697.0,High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
