performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00000264,ATH000054,2022-01-30,84.0,-0.2,1.0,70.0,7.0,amateur_athlete,Cycling
PERF00000265,ATH000054,2022-08-22,90.2,6.24,1.0,72.7,8.1,amateur_athlete,Cycling
PERF00000266,ATH000054,2023-04-20,90.8,0.61,1.0,76.3,8.0,amateur_athlete,Cycling
PERF00000267,ATH000054,2024-02-20,90.0,-0.79,1.0,69.6,8.2,amateur_athlete,Cycling
PERF00000268,ATH000054,2024-06-07,87.9,-2.06,1.0,69.6,7.8,amateur_athlete,Cycling
PERF00000269,ATH000055,2022-02-01,89.4,0.5,1.0,63.0,8.5,weight_loss,Boxing
PERF00000270,ATH000055,2022-08-12,90.2,0.84,1.0,72.7,8.1,weight_loss,Boxing
PERF00000271,ATH000055,2023-07-01,89.7,-0.47,1.0,71.0,8.1,weight_loss,Boxing
PERF00000272,ATH000055,2024-05-28,81.2,-8.54,0.71,71.0,8.1,weight_loss,Boxing
PERF00000273,ATH000055,2024-09-29,90.3,9.14,1.0,70.4,8.2,weight_loss,Boxing
PERF00000274,ATH000056,2022-02-11,100.0,1.33,1.0,84.0,8.6,elite_athlete,NFL
PERF00000275,ATH000056,2022-05-23,99.0,-0.99,1.0,75.3,7.7,elite_athlete,NFL
PERF00000276,ATH000056,2023-04-09,99.4,0.4,1.0,71.6,8.0,elite_athlete,NFL
PERF00000277,ATH000056,2024-05-08,86.6,-12.76,0.57,75.7,7.8,elite_athlete,NFL
PERF00000278,ATH000056,2024-12-14,95.8,9.24,0.86,73.3,8.0,elite_athlete,NFL
PERF00000279,ATH000057,2022-01-30,99.8,2.49,1.0,81.0,7.5,elite_athlete,Boxing
PERF00000280,ATH000057,2022-12-29,98.0,-1.81,1.0,69.7,7.8,elite_athlete,Boxing
PERF00000281,ATH000057,2023-11-01,99.4,1.36,1.0,71.4,8.0,elite_athlete,Boxing
PERF00000282,ATH000057,2024-06-09,97.5,-1.86,1.0,69.4,7.7,elite_athlete,Boxing
PERF00000283,ATH000057,2024-11-29,98.0,0.51,1.0,70.3,7.8,elite_athlete,Boxing
PERF00000284,ATH000058,2022-02-28,98.8,4.59,1.0,80.0,8.4,professional,Swimming
PERF00000285,ATH000058,2022-11-09,89.9,-8.9,0.86,75.9,7.7,professional,Swimming
PERF00000286,ATH000058,2023-07-09,92.4,2.49,1.0,71.3,7.6,professional,Swimming
PERF00000287,ATH000058,2024-03-01,92.4,-0.03,1.0,71.7,7.6,professional,Swimming
PERF00000288,ATH000058,2024-08-18,93.7,1.29,1.0,73.0,7.8,professional,Swimming
PERF00000289,ATH000059,2022-02-02,59.4,3.92,0.0,73.0,8.9,fitness_enthusiast,NBA
PERF00000290,ATH000059,2022-11-10,85.5,26.1,1.0,70.0,8.3,fitness_enthusiast,NBA
PERF00000291,ATH000059,2023-05-28,86.6,1.14,1.0,77.9,8.1,fitness_enthusiast,NBA
PERF00000292,ATH000059,2023-08-25,87.3,0.74,1.0,77.6,8.2,fitness_enthusiast,NBA
PERF00000293,ATH000059,2024-11-27,87.4,0.13,1.0,75.7,8.3,fitness_enthusiast,NBA
PERF00000294,ATH000060,2022-01-28,47.8,4.06,0.0,76.0,7.4,casual_user,Tennis
PERF00000295,ATH000060,2022-11-02,64.0,16.23,0.57,69.9,7.6,casual_user,Tennis
PERF00000296,ATH000060,2023-06-08,69.0,5.01,0.71,71.7,7.6,casual_user,Tennis
PERF00000297,ATH000060,2024-01-26,78.4,9.36,1.0,71.4,7.8,casual_user,Tennis
PERF00000298,ATH000060,2024-09-26,71.1,-7.31,0.71,73.1,7.9,casual_user,Tennis
PERF00000299,ATH000061,2022-01-21,58.0,-0.24,0.0,70.0,7.8,amateur_athlete,Swimming
PERF00000300,ATH000061,2022-09-15,59.5,1.47,0.0,71.6,8.0,amateur_athlete,Swimming
PERF00000301,ATH000061,2023-05-03,63.9,4.4,0.14,73.7,7.9,amateur_athlete,Swimming
PERF00000302,ATH000061,2024-02-21,63.0,-0.94,0.14,73.4,7.7,amateur_athlete,Swimming
PERF00000303,ATH000061,2024-12-04,62.4,-0.6,0.14,70.1,7.8,amateur_athlete,Swimming
PERF00000304,ATH000062,2022-03-26,83.8,4.38,1.0,64.5,8.3,fitness_enthusiast,Cricket
PERF00000305,ATH000062,2023-03-09,76.2,-7.63,0.71,68.4,8.2,fitness_enthusiast,Cricket
PERF00000306,ATH000062,2023-07-30,73.5,-2.74,0.71,63.4,8.0,fitness_enthusiast,Cricket
PERF00000307,ATH000062,2024-01-19,83.2,9.74,1.0,65.6,8.1,fitness_enthusiast,Cricket
PERF00000308,ATH000062,2024-11-05,84.6,1.41,1.0,66.6,8.3,fitness_enthusiast,Cricket
PERF00000309,ATH000063,2022-01-04,57.0,-0.06,0.0,70.0,7.6,weight_gain,Tennis
PERF00000310,ATH000063,2022-07-11,77.6,20.57,0.57,72.1,8.2,weight_gain,Tennis
PERF00000311,ATH000063,2023-04-23,75.7,-1.89,0.57,68.6,8.0,weight_gain,Tennis
PERF00000312,ATH000063,2023-12-04,89.8,14.14,1.0,74.0,7.9,weight_gain,Tennis
PERF00000313,ATH000063,2024-11-11,90.7,0.9,1.0,73.3,8.1,weight_gain,Tennis
PERF00000314,ATH000064,2022-03-15,100.0,-0.51,1.0,79.5,7.9,elite_athlete,Swimming
PERF00000315,ATH000064,2022-07-09,100.0,0.0,1.0,74.7,8.0,elite_athlete,Swimming
PERF00000316,ATH000064,2023-05-30,99.3,-0.7,1.0,72.4,7.9,elite_athlete,Swimming
PERF00000317,ATH000064,2024-01-31,99.3,0.0,1.0,72.4,7.9,elite_athlete,Swimming
PERF00000318,ATH000064,2024-11-18,100.0,0.7,1.0,71.7,8.3,elite_athlete,Swimming
PERF00000319,ATH000065,2022-01-02,94.0,0.59,1.0,70.0,7.0,elite_athlete,Cycling
PERF00000320,ATH000065,2022-07-23,99.7,5.69,1.0,73.7,7.9,elite_athlete,Cycling
PERF00000321,ATH000065,2023-03-04,99.9,0.21,1.0,69.0,8.2,elite_athlete,Cycling
PERF00000322,ATH000065,2024-04-23,99.3,-0.59,1.0,70.6,8.0,elite_athlete,Cycling
PERF00000323,ATH000065,2024-11-21,99.3,0.01,1.0,69.1,8.1,elite_athlete,Cycling
PERF00000324,ATH000066,2022-04-06,97.8,4.73,1.0,71.2,7.7,elite_athlete,Cricket
PERF00000325,ATH000066,2022-08-14,87.2,-10.61,0.57,75.1,7.9,elite_athlete,Cricket
PERF00000326,ATH000066,2023-04-08,100.0,12.8,1.0,75.9,8.1,elite_athlete,Cricket
PERF00000327,ATH000066,2024-02-15,99.0,-1.04,1.0,72.7,7.8,elite_athlete,Cricket
PERF00000328,ATH000066,2024-12-16,96.8,-2.23,1.0,70.4,7.5,elite_athlete,Cricket
PERF00000329,ATH000067,2022-02-03,54.0,0.96,0.0,70.0,7.0,weight_gain,Cricket
PERF00000330,ATH000067,2022-06-30,88.2,34.21,1.0,68.6,7.9,weight_gain,Cricket
PERF00000331,ATH000067,2023-02-14,90.9,2.73,1.0,75.0,8.1,weight_gain,Cricket
PERF00000332,ATH000067,2023-10-23,89.5,-1.41,1.0,74.0,7.9,weight_gain,Cricket
PERF00000333,ATH000067,2024-09-21,90.1,0.63,1.0,73.3,8.0,weight_gain,Cricket
PERF00000334,ATH000068,2022-02-17,93.6,4.98,1.0,75.5,8.6,amateur_athlete,Cycling
PERF00000335,ATH000068,2022-08-04,93.0,-0.63,1.0,74.4,8.5,amateur_athlete,Cycling
PERF00000336,ATH000068,2023-06-30,91.8,-1.16,1.0,72.6,8.4,amateur_athlete,Cycling
PERF00000337,ATH000068,2024-02-08,90.2,-1.61,1.0,75.1,7.9,amateur_athlete,Cycling
PERF00000338,ATH000068,2024-10-29,90.4,0.24,1.0,74.6,8.0,amateur_athlete,Cycling
PERF00000339,ATH000069,2022-02-06,85.9,0.61,1.0,73.0,8.2,fitness_enthusiast,Tennis
PERF00000340,ATH000069,2022-11-07,67.7,-18.21,0.43,71.6,8.1,fitness_enthusiast,Tennis
PERF00000341,ATH000069,2023-06-22,58.7,-9.0,0.14,70.4,8.1,fitness_enthusiast,Tennis
PERF00000342,ATH000069,2023-11-07,59.0,0.26,0.14,70.6,8.1,fitness_enthusiast,Tennis
PERF00000343,ATH000069,2024-11-03,59.0,-0.04,0.14,70.6,8.1,fitness_enthusiast,Tennis
PERF00000344,ATH000070,2022-02-19,91.6,4.89,1.0,77.0,8.1,amateur_athlete,Tennis
PERF00000345,ATH000070,2022-06-24,88.5,-3.1,1.0,72.1,7.8,amateur_athlete,Tennis
PERF00000346,ATH000070,2023-10-10,88.7,0.2,1.0,74.7,7.7,amateur_athlete,Tennis
PERF00000347,ATH000070,2024-06-27,91.3,2.56,1.0,78.0,8.0,amateur_athlete,Tennis
PERF00000348,ATH000070,2024-12-25,86.4,-4.89,0.86,76.1,8.0,amateur_athlete,Tennis
PERF00000349,ATH000071,2022-01-12,88.3,-0.78,1.0,81.0,7.2,weight_gain,Swimming
PERF00000350,ATH000071,2023-08-02,81.6,-6.66,0.71,70.0,8.2,weight_gain,Swimming
PERF00000351,ATH000071,2024-01-14,90.4,8.83,1.0,71.4,8.2,weight_gain,Swimming
PERF00000352,ATH000071,2024-05-25,92.7,2.26,1.0,73.9,8.5,weight_gain,Swimming
PERF00000353,ATH000071,2024-12-03,92.7,-0.04,1.0,73.9,8.5,weight_gain,Swimming
PERF00000354,ATH000072,2022-02-14,91.3,4.43,1.0,71.0,8.4,amateur_athlete,Cricket
PERF00000355,ATH000072,2022-10-17,81.7,-9.57,0.71,75.3,7.9,amateur_athlete,Cricket
PERF00000356,ATH000072,2023-08-18,82.0,0.33,0.71,74.9,8.0,amateur_athlete,Cricket
PERF00000357,ATH000072,2024-03-21,80.3,-1.66,0.71,74.0,7.7,amateur_athlete,Cricket
PERF00000358,ATH000072,2024-10-19,80.5,0.23,0.71,74.1,7.8,amateur_athlete,Cricket
PERF00000359,ATH000073,2022-01-02,89.0,0.19,1.0,70.0,7.0,professional,Cricket
PERF00000360,ATH000073,2022-07-16,77.9,-11.07,0.43,72.9,8.0,professional,Cricket
PERF00000361,ATH000073,2023-02-05,77.8,-0.11,0.43,72.1,8.1,professional,Cricket
PERF00000362,ATH000073,2023-10-30,85.7,7.91,0.71,72.9,7.9,professional,Cricket
PERF00000363,ATH000073,2024-09-30,85.1,-0.61,0.71,71.7,7.8,professional,Cricket
PERF00000364,ATH000074,2022-03-19,99.9,4.45,1.0,73.0,8.0,elite_athlete,Soccer
PERF00000365,ATH000074,2022-12-28,100.0,0.1,1.0,71.3,8.4,elite_athlete,Soccer
PERF00000366,ATH000074,2024-01-17,100.0,0.0,1.0,74.1,8.1,elite_athlete,Soccer
PERF00000367,ATH000074,2024-07-28,98.2,-1.83,1.0,68.4,7.9,elite_athlete,Soccer
PERF00000368,ATH000074,2024-10-29,98.6,0.41,1.0,69.4,8.0,elite_athlete,Soccer
PERF00000369,ATH000075,2022-02-17,86.8,-0.94,1.0,74.5,7.3,amateur_athlete,Swimming
PERF00000370,ATH000075,2022-08-15,59.5,-27.34,0.0,74.1,7.8,amateur_athlete,Swimming
PERF00000371,ATH000075,2023-07-10,58.4,-1.09,0.0,71.1,7.8,amateur_athlete,Swimming
PERF00000372,ATH000075,2023-12-29,59.4,0.96,0.0,75.0,7.8,amateur_athlete,Swimming
PERF00000373,ATH000075,2024-06-12,60.3,0.91,0.0,75.6,7.9,amateur_athlete,Swimming
PERF00000374,ATH000076,2022-05-28,61.4,-0.82,0.0,67.0,8.6,amateur_athlete,Cricket
PERF00000375,ATH000076,2022-11-17,72.9,11.53,0.43,72.1,8.1,amateur_athlete,Cricket
PERF00000376,ATH000076,2024-02-25,74.8,1.91,0.43,69.1,8.6,amateur_athlete,Cricket
PERF00000377,ATH000076,2024-07-10,83.1,8.33,0.71,70.4,8.5,amateur_athlete,Cricket
PERF00000378,ATH000076,2024-11-27,91.4,8.3,1.0,71.6,8.4,amateur_athlete,Cricket
PERF00000379,ATH000077,2022-01-06,68.0,-0.17,0.0,85.0,8.9,weight_loss,NBA
PERF00000380,ATH000077,2023-01-21,81.7,13.74,0.71,72.7,8.1,weight_loss,NBA
PERF00000381,ATH000077,2023-07-23,90.5,8.8,1.0,73.6,8.1,weight_loss,NBA
PERF00000382,ATH000077,2024-05-18,91.4,0.89,1.0,74.9,8.2,weight_loss,NBA
PERF00000383,ATH000077,2024-12-15,90.1,-1.3,1.0,75.6,7.9,weight_loss,NBA
PERF00000384,ATH000078,2022-01-26,89.2,2.69,1.0,79.0,7.5,weight_loss,Cricket
PERF00000385,ATH000078,2022-08-19,59.5,-29.67,0.0,72.0,8.0,weight_loss,Cricket
PERF00000386,ATH000078,2023-06-17,83.1,23.61,0.71,74.4,8.3,weight_loss,Cricket
PERF00000387,ATH000078,2024-01-17,90.8,7.7,1.0,71.7,8.3,weight_loss,Cricket
PERF00000388,ATH000078,2024-12-14,90.3,-0.51,1.0,73.6,8.0,weight_loss,Cricket
PERF00000389,ATH000079,2022-03-21,57.0,4.41,0.0,69.0,7.6,amateur_athlete,Boxing
PERF00000390,ATH000079,2022-08-26,91.9,34.9,1.0,73.0,8.4,amateur_athlete,Boxing
PERF00000391,ATH000079,2023-07-12,91.8,-0.13,1.0,73.3,8.4,amateur_athlete,Boxing
PERF00000392,ATH000079,2024-04-03,91.9,0.14,1.0,76.0,8.2,amateur_athlete,Boxing
PERF00000393,ATH000079,2024-12-21,91.9,-0.01,1.0,76.3,8.2,amateur_athlete,Boxing
PERF00000394,ATH000080,2022-01-16,84.0,-0.7,1.0,70.0,7.0,amateur_athlete,NFL
PERF00000395,ATH000080,2022-11-16,60.3,-23.71,0.0,75.0,8.0,amateur_athlete,NFL
PERF00000396,ATH000080,2023-06-06,72.1,11.84,0.43,74.3,7.8,amateur_athlete,NFL
PERF00000397,ATH000080,2024-05-27,89.8,17.69,1.0,74.3,7.9,amateur_athlete,NFL
PERF00000398,ATH000080,2024-12-19,90.2,0.41,1.0,75.7,7.9,amateur_athlete,NFL
PERF00000399,ATH000081,2022-01-09,53.0,4.12,0.0,80.0,7.2,fitness_enthusiast,Cycling
PERF00000400,ATH000081,2022-03-13,72.8,19.8,0.57,76.0,8.0,fitness_enthusiast,Cycling
PERF00000401,ATH000081,2023-03-23,85.7,12.94,1.0,78.4,7.8,fitness_enthusiast,Cycling
PERF00000402,ATH000081,2024-02-09,84.3,-1.39,1.0,73.4,7.9,fitness_enthusiast,Cycling
PERF00000403,ATH000082,2022-01-09,84.7,-1.1,1.0,64.0,8.5,fitness_enthusiast,Cricket
PERF00000404,ATH000082,2023-03-05,85.0,0.29,1.0,71.9,8.1,fitness_enthusiast,Cricket
PERF00000405,ATH000082,2023-11-11,85.7,0.7,1.0,71.1,8.3,fitness_enthusiast,Cricket
PERF00000406,ATH000082,2024-04-21,85.7,-0.0,1.0,71.1,8.3,fitness_enthusiast,Cricket
PERF00000407,ATH000082,2024-12-12,84.6,-1.1,1.0,69.9,8.1,fitness_enthusiast,Cricket
PERF00000408,ATH000083,2022-01-08,62.8,4.56,0.0,71.0,8.7,weight_gain,Swimming
PERF00000409,ATH000083,2023-04-03,76.9,14.09,0.57,73.4,7.9,weight_gain,Swimming
PERF00000410,ATH000083,2023-11-24,59.0,-17.94,0.0,76.3,7.6,weight_gain,Swimming
PERF00000411,ATH000083,2024-05-22,61.0,1.97,0.0,75.9,8.0,weight_gain,Swimming
PERF00000412,ATH000083,2024-11-20,60.0,-1.04,0.0,74.1,7.9,weight_gain,Swimming
PERF00000413,ATH000084,2022-03-21,96.6,2.69,1.0,73.0,8.3,professional,NFL
PERF00000414,ATH000084,2022-10-05,95.9,-0.66,1.0,75.3,8.1,professional,NFL
PERF00000415,ATH000084,2023-07-14,94.7,-1.23,1.0,70.6,8.1,professional,NFL
PERF00000416,ATH000084,2023-12-16,95.1,0.4,1.0,69.9,8.2,professional,NFL
PERF00000417,ATH000084,2024-12-08,94.9,-0.24,1.0,67.9,8.3,professional,NFL
PERF00000418,ATH000085,2022-01-13,73.0,4.78,0.0,76.5,8.4,elite_athlete,Cricket
PERF00000419,ATH000085,2022-04-30,90.3,17.27,0.71,71.1,7.9,elite_athlete,Cricket
PERF00000420,ATH000085,2023-06-21,88.5,-1.8,0.71,68.6,7.7,elite_athlete,Cricket
PERF00000421,ATH000085,2024-05-24,88.5,0.04,0.71,68.0,7.7,elite_athlete,Cricket
PERF00000422,ATH000085,2024-12-03,90.0,1.53,0.71,69.9,7.9,elite_athlete,Cricket
PERF00000423,ATH000086,2022-03-04,90.2,1.25,1.0,69.0,8.3,amateur_athlete,Swimming
PERF00000424,ATH000086,2023-03-08,91.3,1.09,1.0,74.3,8.2,amateur_athlete,Swimming
PERF00000425,ATH000086,2023-10-02,89.5,-1.84,1.0,69.9,8.1,amateur_athlete,Swimming
PERF00000426,ATH000086,2024-04-17,72.5,-16.99,0.43,70.3,8.1,amateur_athlete,Swimming
PERF00000427,ATH000086,2024-12-11,71.9,-0.57,0.43,70.7,8.0,amateur_athlete,Swimming
PERF00000428,ATH000087,2022-01-06,67.0,-1.98,0.0,85.0,8.7,amateur_athlete,Soccer
PERF00000429,ATH000087,2022-10-14,78.3,11.27,0.57,73.3,8.2,amateur_athlete,Soccer
PERF00000430,ATH000087,2023-03-22,64.7,-13.59,0.14,70.7,8.2,amateur_athlete,Soccer
PERF00000431,ATH000087,2024-01-27,79.5,14.76,0.71,68.4,7.9,amateur_athlete,Soccer
PERF00000432,ATH000087,2024-10-18,89.4,9.91,1.0,69.7,8.1,amateur_athlete,Soccer
PERF00000433,ATH000088,2022-01-19,70.6,-0.72,0.0,82.0,7.6,elite_athlete,Tennis
PERF00000434,ATH000088,2022-06-28,83.3,12.73,0.57,68.0,7.6,elite_athlete,Tennis
PERF00000435,ATH000088,2023-01-22,85.4,2.1,0.57,68.7,7.9,elite_athlete,Tennis
PERF00000436,ATH000088,2024-06-06,85.7,0.31,0.57,69.3,8.0,elite_athlete,Tennis
PERF00000437,ATH000088,2024-11-06,99.1,13.39,1.0,68.1,8.1,elite_athlete,Tennis
PERF00000438,ATH000089,2022-03-02,52.1,3.59,0.0,62.0,7.1,weight_loss,Soccer
PERF00000439,ATH000089,2022-10-26,87.9,35.83,1.0,66.4,8.0,weight_loss,Soccer
PERF00000440,ATH000089,2023-08-29,90.4,2.46,1.0,69.3,8.3,weight_loss,Soccer
PERF00000441,ATH000089,2023-12-24,86.9,-3.53,0.86,73.9,8.2,weight_loss,Soccer
PERF00000442,ATH000089,2024-12-01,86.9,-0.03,0.86,73.9,8.2,weight_loss,Soccer
PERF00000443,ATH000090,2022-01-27,66.5,1.51,0.0,85.0,8.6,amateur_athlete,Cycling
PERF00000444,ATH000090,2022-06-19,92.5,25.96,1.0,73.4,8.5,amateur_athlete,Cycling
PERF00000445,ATH000090,2023-04-04,79.1,-13.41,0.57,72.4,8.4,amateur_athlete,Cycling
PERF00000446,ATH000090,2024-03-04,78.3,-0.83,0.57,71.1,8.4,amateur_athlete,Cycling
PERF00000447,ATH000090,2024-11-07,77.2,-1.06,0.57,72.0,8.1,amateur_athlete,Cycling
PERF00000448,ATH000091,2022-01-09,98.0,2.36,1.0,70.0,7.8,elite_athlete,Cycling
PERF00000449,ATH000091,2022-12-24,99.4,1.41,1.0,71.1,8.0,elite_athlete,Cycling
PERF00000450,ATH000091,2023-08-14,95.1,-4.33,0.86,70.7,8.0,elite_athlete,Cycling
PERF00000451,ATH000091,2024-03-31,94.1,-1.01,0.86,70.3,7.9,elite_athlete,Cycling
PERF00000452,ATH000091,2024-12-06,94.2,0.1,0.86,70.4,7.9,elite_athlete,Cycling
PERF00000453,ATH000092,2022-02-15,58.4,3.86,0.0,78.0,7.4,weight_loss,Soccer
PERF00000454,ATH000092,2023-01-27,59.3,0.93,0.0,74.4,7.8,weight_loss,Soccer
PERF00000455,ATH000092,2023-09-07,59.0,-0.31,0.0,73.3,7.8,weight_loss,Soccer
PERF00000456,ATH000092,2024-05-10,58.9,-0.11,0.0,71.3,7.9,weight_loss,Soccer
PERF00000457,ATH000092,2024-12-17,71.4,12.46,0.43,72.9,7.7,weight_loss,Soccer
PERF00000458,ATH000093,2022-01-30,84.0,-0.55,1.0,70.0,7.0,weight_gain,NFL
PERF00000459,ATH000093,2022-11-08,87.3,3.26,0.86,76.6,8.1,weight_gain,NFL
PERF00000460,ATH000093,2023-04-19,89.4,2.11,1.0,75.4,7.8,weight_gain,NFL
PERF00000461,ATH000093,2023-11-09,89.3,-0.07,1.0,72.3,7.9,weight_gain,NFL
PERF00000462,ATH000093,2024-09-24,89.1,-0.2,1.0,69.9,8.0,weight_gain,NFL
PERF00000463,ATH000094,2022-02-01,94.0,4.54,1.0,81.5,8.3,amateur_athlete,Soccer
PERF00000464,ATH000094,2022-07-01,88.6,-5.37,1.0,73.3,7.7,amateur_athlete,Soccer
PERF00000465,ATH000094,2023-04-18,90.3,1.71,1.0,75.6,7.9,amateur_athlete,Soccer
PERF00000466,ATH000094,2024-02-18,90.3,0.01,1.0,72.7,8.1,amateur_athlete,Soccer
PERF00000467,ATH000094,2024-11-22,90.3,-0.04,1.0,72.3,8.1,amateur_athlete,Soccer
PERF00000468,ATH000095,2022-02-08,89.7,1.29,1.0,84.0,8.3,fitness_enthusiast,NBA
PERF00000469,ATH000095,2023-03-02,86.3,-3.39,1.0,75.6,8.1,fitness_enthusiast,NBA
PERF00000470,ATH000095,2023-09-08,85.2,-1.09,1.0,73.6,8.0,fitness_enthusiast,NBA
PERF00000471,ATH000095,2024-06-01,85.2,0.01,1.0,73.6,8.0,fitness_enthusiast,NBA
PERF00000472,ATH000095,2024-12-17,85.8,0.61,1.0,73.4,8.2,fitness_enthusiast,NBA
PERF00000473,ATH000096,2022-02-01,92.9,-1.61,1.0,68.0,7.9,professional,Boxing
PERF00000474,ATH000096,2022-11-02,81.1,-11.76,0.57,71.4,7.9,professional,Boxing
PERF00000475,ATH000096,2023-02-03,90.1,8.97,0.86,73.6,7.9,professional,Boxing
PERF00000476,ATH000096,2023-09-06,88.4,-1.7,0.86,70.9,7.7,professional,Boxing
PERF00000477,ATH000096,2024-07-25,87.9,-0.49,0.86,71.1,7.6,professional,Boxing
PERF00000478,ATH000097,2022-02-03,99.8,3.51,1.0,76.0,8.8,professional,NFL
PERF00000479,ATH000097,2022-07-31,94.5,-5.29,1.0,71.0,8.0,professional,NFL
PERF00000480,ATH000097,2022-11-10,96.4,1.93,1.0,74.3,8.2,professional,NFL
PERF00000481,ATH000097,2024-02-22,95.5,-0.93,1.0,75.9,7.9,professional,NFL
PERF00000482,ATH000097,2024-12-22,86.6,-8.9,0.71,75.6,7.9,professional,NFL
PERF00000483,ATH000098,2022-02-23,96.4,-0.71,1.0,68.0,7.6,elite_athlete,Swimming
PERF00000484,ATH000098,2022-08-10,99.7,3.29,1.0,70.9,8.1,elite_athlete,Swimming
PERF00000485,ATH000098,2023-05-09,100.0,0.3,1.0,72.0,8.3,elite_athlete,Swimming
PERF00000486,ATH000098,2024-04-01,100.0,0.0,1.0,71.6,8.4,elite_athlete,Swimming
PERF00000487,ATH000098,2024-12-25,100.0,0.0,1.0,71.6,8.3,elite_athlete,Swimming
PERF00000488,ATH000099,2022-01-27,87.1,1.93,1.0,82.0,8.9,casual_user,Swimming
PERF00000489,ATH000099,2022-08-26,70.6,-16.46,0.71,72.1,7.9,casual_user,Swimming
PERF00000490,ATH000099,2023-05-25,71.0,0.37,0.71,73.0,7.9,casual_user,Swimming
PERF00000491,ATH000099,2024-01-26,70.7,-0.34,0.71,73.1,7.9,casual_user,Swimming
PERF00000492,ATH000099,2024-11-17,80.2,9.47,1.0,72.7,8.1,casual_user,Swimming
PERF00000493,ATH000100,2022-01-22,100.0,-1.78,1.0,84.0,8.6,elite_athlete,Swimming
PERF00000494,ATH000100,2022-08-30,97.1,-2.9,0.86,76.3,8.1,elite_athlete,Swimming
PERF00000495,ATH000100,2023-02-15,99.8,2.66,1.0,72.3,8.0,elite_athlete,Swimming
PERF00000496,ATH000100,2024-01-07,99.9,0.06,1.0,68.6,8.3,elite_athlete,Swimming
PERF00000497,ATH000100,2024-08-25,99.4,-0.54,1.0,69.3,8.1,elite_athlete,Swimming
PERF00000498,ATH000101,2022-02-07,97.9,-0.26,1.0,70.5,7.8,elite_athlete,Boxing
PERF00000499,ATH000101,2022-11-17,98.7,0.81,1.0,71.4,7.9,elite_athlete,Boxing
PERF00000500,ATH000101,2023-07-17,99.5,0.81,1.0,71.7,8.0,elite_athlete,Boxing
PERF00000501,ATH000101,2024-05-05,98.9,-0.56,1.0,73.1,7.8,elite_athlete,Boxing
PERF00000502,ATH000101,2024-12-24,90.4,-8.53,0.71,73.1,7.8,elite_athlete,Boxing
PERF00000503,ATH000102,2022-01-04,97.0,0.71,1.0,70.0,8.6,professional,NFL
PERF00000504,ATH000102,2022-08-20,92.8,-4.17,1.0,68.0,7.9,professional,NFL
PERF00000505,ATH000102,2022-12-16,94.9,2.11,1.0,71.9,8.1,professional,NFL
PERF00000506,ATH000102,2023-09-12,94.5,-0.39,1.0,71.0,8.0,professional,NFL
PERF00000507,ATH000102,2024-10-08,93.3,-1.16,1.0,69.0,7.9,professional,NFL
PERF00000508,ATH000103,2022-01-12,91.7,2.48,1.0,79.0,8.0,amateur_athlete,Cricket
PERF00000509,ATH000103,2022-07-09,77.5,-14.2,0.57,73.6,8.1,amateur_athlete,Cricket
PERF00000510,ATH000103,2023-04-23,77.3,-0.19,0.57,72.7,8.1,amateur_athlete,Cricket
PERF00000511,ATH000103,2024-04-13,89.0,11.73,1.0,66.3,8.2,amateur_athlete,Cricket
PERF00000512,ATH000104,2022-01-22,93.3,-0.1,1.0,61.0,8.4,professional,Cricket
PERF00000513,ATH000104,2022-10-12,84.1,-9.21,0.71,67.4,7.9,professional,Cricket
PERF00000514,ATH000104,2023-04-01,81.3,-2.79,0.57,71.3,8.0,professional,Cricket
PERF00000515,ATH000104,2024-04-07,80.8,-0.46,0.57,71.9,7.8,professional,Cricket
PERF00000516,ATH000104,2024-10-26,94.5,13.7,1.0,72.9,7.9,professional,Cricket
PERF00000517,ATH000105,2022-01-11,84.0,-1.4,1.0,70.0,7.0,weight_loss,Cricket
PERF00000518,ATH000105,2023-06-25,87.6,3.56,1.0,64.0,8.1,weight_loss,Cricket
PERF00000519,ATH000105,2023-11-18,77.4,-10.2,0.57,70.1,8.2,weight_loss,Cricket
PERF00000520,ATH000105,2024-06-21,76.3,-1.09,0.57,71.3,8.0,weight_loss,Cricket
PERF00000521,ATH000105,2024-10-25,76.7,0.36,0.57,73.9,7.9,weight_loss,Cricket
PERF00000522,ATH000106,2022-01-02,90.1,2.17,1.0,62.0,8.7,weight_loss,Cricket
PERF00000523,ATH000106,2022-09-07,71.6,-18.46,0.43,67.9,8.1,weight_loss,Cricket
PERF00000524,ATH000106,2023-03-30,59.9,-11.73,0.0,71.7,8.1,weight_loss,Cricket
PERF00000525,ATH000106,2023-09-17,63.7,3.84,0.14,70.6,8.1,weight_loss,Cricket
PERF00000526,ATH000106,2024-11-06,86.8,23.14,0.86,73.3,8.2,weight_loss,Cricket
PERF00000527,ATH000107,2022-02-28,93.7,-0.44,1.0,71.5,7.8,professional,NFL
PERF00000528,ATH000107,2022-10-09,94.6,0.86,1.0,74.7,7.8,professional,NFL
PERF00000529,ATH000107,2023-07-06,94.3,-0.34,1.0,71.6,8.0,professional,NFL
PERF00000530,ATH000107,2024-02-15,94.3,0.03,1.0,70.1,8.1,professional,NFL
PERF00000531,ATH000107,2024-10-08,93.0,-1.33,1.0,66.6,8.0,professional,NFL
