record_id,athlete_id,date,device_type,daily_steps,active_minutes,calories_burned_device,avg_heart_rate,max_heart_rate,resting_heart_rate,sleep_hours,sleep_quality_score,stress_score,recovery_score,is_training_day,user_scenario
WEAR00000231,ATH000006,2022-11-24,Apple Watch,9789,180,1270,142,158,60,8.0,79.3,25,73,True,professional
WEAR00000232,ATH000006,2024-01-13,Apple Watch,8339,240,3729,177,193,63,8.3,86.3,32,62,True,professional
WEAR00000233,ATH000006,2024-09-29,Garmin,9094,219,3902,188,192,52,7.5,90.1,41,75,True,professional
WEAR00000234,ATH000006,2023-02-19,Fitbit,11831,195,1489,138,157,75,7.7,70.3,44,75,True,professional
WEAR00000235,ATH000006,2022-11-02,Apple Watch,14670,201,1830,168,174,71,7.9,81.3,52,80,True,professional
WEAR00000236,ATH000006,2024-06-14,Whoop,12008,239,3204,174,194,57,7.2,73.2,20,61,True,professional
WEAR00000237,ATH000006,2023-10-20,Fitbit,9676,206,1556,146,155,54,7.3,89.0,30,74,True,professional
WEAR00000238,ATH000006,2022-01-09,Whoop,10096,173,1234,138,154,72,8.8,88.4,37,75,True,professional
WEAR00000239,ATH000006,2022-04-29,Garmin,14769,277,3199,156,171,48,8.6,72.8,20,76,True,professional
WEAR00000240,ATH000006,2024-08-17,Garmin,9131,202,2031,164,176,51,7.8,75.6,50,82,True,professional
WEAR00000241,ATH000007,2024-04-30,Whoop,10426,132,1529,168,180,45,8.1,78.7,45,74,True,fitness_enthusiast
WEAR00000242,ATH000007,2022-05-25,Whoop,13301,183,1679,141,159,56,7.5,75.4,27,68,True,fitness_enthusiast
WEAR00000243,ATH000007,2024-07-03,Garmin,12537,153,1200,143,151,74,7.5,73.8,53,78,True,fitness_enthusiast
WEAR00000244,ATH000007,2022-09-25,Apple Watch,8861,243,2869,155,172,73,9.0,88.2,20,83,True,fitness_enthusiast
WEAR00000245,ATH000007,2023-10-01,Apple Watch,12891,191,1879,151,181,71,7.8,79.8,55,64,True,fitness_enthusiast
WEAR00000246,ATH000007,2023-06-10,Garmin,13129,190,1748,170,177,64,8.1,90.7,34,69,True,fitness_enthusiast
WEAR00000247,ATH000007,2022-07-23,Apple Watch,9280,168,1987,156,173,65,7.5,89.3,50,77,True,fitness_enthusiast
WEAR00000248,ATH000007,2023-09-21,Fitbit,13745,96,1062,149,161,64,7.7,72.1,42,77,True,fitness_enthusiast
WEAR00000249,ATH000007,2022-01-13,Garmin,13412,229,2664,173,195,58,7.7,84.8,46,83,True,fitness_enthusiast
WEAR00000250,ATH000007,2024-11-06,Whoop,9029,121,1016,133,156,71,8.3,73.8,30,75,True,fitness_enthusiast
WEAR00000251,ATH000007,2023-06-07,Apple Watch,10263,243,3383,173,194,53,8.9,85.3,21,74,True,fitness_enthusiast
WEAR00000252,ATH000007,2024-10-12,Whoop,11188,189,1537,159,180,75,8.1,78.9,29,83,True,fitness_enthusiast
WEAR00000253,ATH000007,2022-01-25,Fitbit,12308,166,1505,163,181,57,8.1,73.8,55,75,True,fitness_enthusiast
WEAR00000254,ATH000007,2023-11-10,Apple Watch,10257,168,1505,164,176,67,8.6,89.5,22,62,True,fitness_enthusiast
WEAR00000255,ATH000007,2024-09-25,Whoop,12941,162,1693,154,175,69,7.8,87.1,41,79,True,fitness_enthusiast
WEAR00000256,ATH000007,2024-03-26,Apple Watch,11619,196,1210,145,156,72,7.7,86.0,56,79,True,fitness_enthusiast
WEAR00000257,ATH000007,2022-11-29,Whoop,13872,144,1604,137,152,56,7.0,72.8,44,63,True,fitness_enthusiast
WEAR00000258,ATH000007,2022-02-22,Apple Watch,11615,143,945,131,154,47,7.2,70.6,29,73,True,fitness_enthusiast
WEAR00000259,ATH000007,2024-07-20,Apple Watch,10004,137,1188,142,158,65,7.4,85.1,27,76,True,fitness_enthusiast
WEAR00000260,ATH000007,2022-05-24,Garmin,14964,181,1921,169,178,46,8.0,90.7,24,68,True,fitness_enthusiast
WEAR00000261,ATH000007,2022-08-30,Fitbit,9080,197,1805,158,179,64,7.1,92.5,46,76,True,fitness_enthusiast
WEAR00000262,ATH000007,2022-09-30,Fitbit,14496,162,1268,158,176,58,8.9,86.5,52,77,True,fitness_enthusiast
WEAR00000263,ATH000007,2024-08-06,Garmin,11835,176,1523,168,180,68,7.7,89.4,59,80,True,fitness_enthusiast
WEAR00000264,ATH000007,2024-12-20,Whoop,14063,142,2021,169,172,47,7.9,75.2,21,61,True,fitness_enthusiast
WEAR00000265,ATH000007,2024-08-09,Whoop,11245,122,916,143,152,66,7.2,86.2,33,76,True,fitness_enthusiast
WEAR00000266,ATH000007,2022-08-04,Garmin,8654,157,1123,135,156,70,8.7,72.2,26,72,True,fitness_enthusiast
WEAR00000267,ATH000007,2023-12-27,Garmin,14249,125,1431,132,159,72,8.9,73.0,32,67,True,fitness_enthusiast
WEAR00000268,ATH000007,2023-06-03,Apple Watch,11924,177,1957,163,180,64,7.0,90.3,57,72,True,fitness_enthusiast
WEAR00000269,ATH000007,2022-07-12,Whoop,12522,160,1148,133,156,73,8.2,74.6,27,80,True,fitness_enthusiast
WEAR00000270,ATH000007,2022-06-03,Fitbit,14071,201,3105,174,197,63,8.7,84.1,38,60,True,fitness_enthusiast
WEAR00000271,ATH000007,2022-02-06,Whoop,14813,140,1116,133,152,72,7.8,82.9,43,62,True,fitness_enthusiast
WEAR00000272,ATH000007,2022-12-23,Fitbit,10441,96,1200,159,178,73,7.4,72.0,31,77,True,fitness_enthusiast
WEAR00000273,ATH000007,2024-09-29,Apple Watch,10387,142,1576,160,181,49,8.2,75.4,29,70,True,fitness_enthusiast
WEAR00000274,ATH000007,2022-08-27,Fitbit,8451,149,945,148,152,68,8.7,81.3,56,70,True,fitness_enthusiast
WEAR00000275,ATH000007,2024-05-19,Garmin,10890,181,1668,157,174,68,8.6,91.7,23,69,True,fitness_enthusiast
WEAR00000276,ATH000007,2022-11-02,Fitbit,10988,152,1939,163,176,73,7.1,79.1,25,61,True,fitness_enthusiast
WEAR00000277,ATH000007,2023-10-12,Whoop,13289,140,1443,135,153,60,7.1,85.8,25,82,True,fitness_enthusiast
WEAR00000278,ATH000007,2023-11-27,Fitbit,14412,198,2656,159,179,72,8.1,79.8,59,76,True,fitness_enthusiast
WEAR00000279,ATH000007,2022-03-17,Whoop,10474,121,1121,141,151,62,8.4,79.8,32,68,True,fitness_enthusiast
WEAR00000280,ATH000007,2022-09-04,Apple Watch,9362,181,1461,147,159,64,8.0,74.8,26,77,True,fitness_enthusiast
WEAR00000281,ATH000008,2022-02-23,Whoop,6195,67,1398,155,163,47,8.2,94.0,53,64,True,casual_user
WEAR00000282,ATH000008,2024-03-16,Fitbit,10171,64,1177,138,160,62,7.8,85.0,33,64,True,casual_user
WEAR00000283,ATH000008,2023-12-08,Apple Watch,7289,121,2265,174,179,68,8.4,75.9,29,62,True,casual_user
WEAR00000284,ATH000008,2023-02-02,Apple Watch,8082,79,782,124,147,57,7.8,80.0,20,85,True,casual_user
WEAR00000285,ATH000008,2022-07-19,Whoop,5665,100,1489,140,163,46,8.5,84.1,22,72,True,casual_user
WEAR00000286,ATH000008,2024-03-31,Apple Watch,10445,69,660,136,139,74,7.2,90.0,20,83,True,casual_user
WEAR00000287,ATH000008,2023-01-06,Fitbit,7456,95,1728,141,159,46,7.6,82.1,35,79,True,casual_user
WEAR00000288,ATH000008,2024-10-04,Whoop,8421,68,1039,140,164,75,7.8,73.3,23,64,True,casual_user
WEAR00000289,ATH000008,2023-01-14,Fitbit,7081,57,881,144,159,61,9.0,93.9,50,71,True,casual_user
WEAR00000290,ATH000008,2022-12-29,Apple Watch,7387,85,858,122,138,58,7.2,89.4,43,69,True,casual_user
WEAR00000291,ATH000008,2022-07-09,Fitbit,8417,80,800,131,141,65,8.9,78.5,35,82,True,casual_user
WEAR00000292,ATH000008,2023-06-07,Apple Watch,5801,63,1381,138,165,51,7.7,70.9,27,76,True,casual_user
WEAR00000293,ATH000008,2023-03-13,Fitbit,8540,81,961,135,146,68,7.9,90.7,47,63,True,casual_user
WEAR00000294,ATH000008,2024-04-27,Garmin,10077,87,1334,155,160,63,7.8,72.5,31,81,True,casual_user
WEAR00000295,ATH000008,2022-02-11,Apple Watch,6482,55,887,138,162,48,8.4,71.1,41,71,True,casual_user
WEAR00000296,ATH000008,2022-05-15,Whoop,6602,74,721,151,162,48,8.3,88.3,47,74,True,casual_user
WEAR00000297,ATH000008,2022-02-26,Apple Watch,9643,76,2215,170,175,56,7.2,92.7,48,64,True,casual_user
WEAR00000298,ATH000008,2024-06-22,Whoop,10032,52,813,146,160,57,7.7,76.7,44,72,True,casual_user
WEAR00000299,ATH000008,2024-02-22,Whoop,8288,63,855,140,157,54,7.8,80.7,59,85,True,casual_user
WEAR00000300,ATH000008,2024-11-02,Apple Watch,5684,91,1127,132,142,50,8.3,76.0,54,64,True,casual_user
WEAR00000301,ATH000008,2024-04-14,Whoop,7547,99,1524,143,161,63,8.0,70.1,29,79,True,casual_user
WEAR00000302,ATH000008,2023-10-24,Garmin,9774,79,789,146,158,68,8.5,83.5,54,61,True,casual_user
WEAR00000303,ATH000008,2023-01-15,Fitbit,7004,84,932,128,141,71,7.4,82.8,20,65,True,casual_user
WEAR00000304,ATH000008,2022-10-16,Garmin,6877,54,731,156,158,66,8.0,71.9,35,70,True,casual_user
WEAR00000305,ATH000008,2024-11-18,Garmin,8736,66,789,121,143,47,8.9,78.2,50,63,True,casual_user
WEAR00000306,ATH000008,2023-10-27,Whoop,8805,79,1122,149,163,69,8.5,88.2,41,80,True,casual_user
WEAR00000307,ATH000008,2022-10-08,Apple Watch,5810,73,1346,151,160,71,7.5,79.7,60,62,True,casual_user
WEAR00000308,ATH000008,2023-06-04,Garmin,10147,84,1280,138,165,64,7.9,80.9,37,68,True,casual_user
WEAR00000309,ATH000008,2024-11-16,Fitbit,10460,55,1024,142,165,57,7.7,77.6,21,71,True,casual_user
WEAR00000310,ATH000008,2024-05-19,Apple Watch,6729,101,1845,165,177,52,7.4,73.9,23,60,True,casual_user
WEAR00000311,ATH000008,2022-03-05,Garmin,9533,101,1471,146,161,65,7.4,82.8,25,84,True,casual_user
WEAR00000312,ATH000008,2022-11-06,Whoop,6727,67,1357,139,163,70,8.3,71.6,52,63,True,casual_user
WEAR00000313,ATH000008,2024-06-17,Apple Watch,6162,58,1223,143,161,65,7.9,84.0,60,76,True,casual_user
WEAR00000314,ATH000008,2024-01-28,Garmin,6024,108,2837,167,179,46,8.0,82.5,46,67,True,casual_user
WEAR00000315,ATH000008,2022-02-14,Fitbit,7438,89,1774,140,158,58,7.7,76.8,46,80,True,casual_user
WEAR00000316,ATH000008,2022-05-11,Apple Watch,7804,99,1238,146,159,55,7.3,82.4,21,61,True,casual_user
WEAR00000317,ATH000008,2022-07-29,Fitbit,10168,82,1489,150,163,70,8.7,76.8,48,79,True,casual_user
WEAR00000318,ATH000008,2022-05-22,Fitbit,10389,72,1115,128,145,73,8.8,87.9,58,61,True,casual_user
WEAR00000319,ATH000008,2024-03-29,Whoop,6116,78,1158,124,140,47,8.7,84.4,54,81,True,casual_user
WEAR00000320,ATH000008,2024-06-21,Fitbit,8472,77,1006,123,138,63,7.8,86.4,32,63,True,casual_user
WEAR00000321,ATH000009,2023-09-20,Whoop,10905,236,4611,160,176,52,7.0,91.8,53,63,True,weight_gain
WEAR00000322,ATH000009,2023-04-03,Garmin,14761,156,1963,142,158,58,7.3,82.4,27,70,True,weight_gain
WEAR00000323,ATH000009,2024-05-22,Garmin,14912,216,4003,148,158,46,8.2,92.4,23,76,True,weight_gain
WEAR00000324,ATH000009,2023-03-06,Fitbit,13001,197,3960,163,181,45,8.9,70.5,39,81,True,weight_gain
WEAR00000325,ATH000009,2024-07-09,Apple Watch,8733,185,2438,151,159,74,7.2,87.5,21,60,True,weight_gain
WEAR00000326,ATH000009,2023-02-02,Fitbit,10896,225,3621,161,180,51,8.6,92.9,34,60,True,weight_gain
WEAR00000327,ATH000009,2022-10-11,Garmin,14469,182,4522,157,176,72,7.9,87.7,51,73,True,weight_gain
WEAR00000328,ATH000009,2023-01-19,Whoop,12153,184,3904,165,176,71,7.0,72.7,55,68,True,weight_gain
WEAR00000329,ATH000009,2024-04-11,Whoop,14731,112,1521,153,158,53,7.4,88.3,31,75,True,weight_gain
WEAR00000330,ATH000009,2022-12-18,Garmin,11158,189,2588,139,166,69,7.7,71.0,42,80,True,weight_gain
WEAR00000331,ATH000009,2024-06-05,Fitbit,8090,151,2095,147,160,68,7.9,84.6,55,72,True,weight_gain
WEAR00000332,ATH000009,2023-08-18,Apple Watch,11435,92,1557,148,159,64,8.9,76.5,32,69,True,weight_gain
WEAR00000333,ATH000009,2022-03-04,Fitbit,11609,162,2706,147,166,71,8.3,70.5,60,62,True,weight_gain
WEAR00000334,ATH000009,2024-10-03,Whoop,12127,138,1433,125,144,51,7.0,83.4,23,81,True,weight_gain
WEAR00000335,ATH000009,2024-11-12,Fitbit,10749,176,3143,140,163,64,7.6,93.2,46,63,True,weight_gain
WEAR00000336,ATH000009,2024-12-06,Whoop,13028,140,2713,138,163,66,7.8,93.0,49,69,True,weight_gain
WEAR00000337,ATH000009,2024-01-02,Apple Watch,11456,183,2427,142,165,73,7.1,74.0,27,61,True,weight_gain
WEAR00000338,ATH000009,2022-10-26,Garmin,13995,171,2065,146,159,56,7.2,82.2,59,70,True,weight_gain
WEAR00000339,ATH000009,2022-02-17,Whoop,9870,156,1680,153,164,74,8.0,77.8,35,63,True,weight_gain
WEAR00000340,ATH000009,2023-05-27,Garmin,12893,259,4698,160,178,53,7.6,86.5,60,84,True,weight_gain
WEAR00000341,ATH000009,2022-12-31,Fitbit,11642,158,2367,126,144,64,7.4,83.9,35,62,True,weight_gain
WEAR00000342,ATH000009,2024-09-12,Apple Watch,12969,182,2244,136,145,72,7.3,80.7,40,63,True,weight_gain
WEAR00000343,ATH000009,2024-11-07,Fitbit,13317,191,3427,159,180,51,7.1,82.2,30,78,True,weight_gain
WEAR00000344,ATH000009,2024-07-01,Fitbit,13250,145,2275,149,165,54,9.0,92.0,55,77,True,weight_gain
WEAR00000345,ATH000009,2022-09-28,Whoop,14749,125,1756,127,142,52,8.9,70.8,26,67,True,weight_gain
WEAR00000346,ATH000009,2023-08-26,Apple Watch,13724,191,2517,141,165,61,7.9,84.2,24,70,True,weight_gain
WEAR00000347,ATH000009,2023-09-14,Apple Watch,13840,113,1057,131,141,50,7.7,80.4,37,78,True,weight_gain
WEAR00000348,ATH000009,2022-01-18,Fitbit,9337,153,1508,128,142,70,8.7,90.7,56,74,True,weight_gain
WEAR00000349,ATH000009,2023-10-05,Apple Watch,9149,212,3246,168,177,54,7.4,87.5,44,72,True,weight_gain
WEAR00000350,ATH000009,2022-04-30,Whoop,8676,168,2527,153,165,67,8.2,79.1,40,82,True,weight_gain
WEAR00000351,ATH000009,2024-08-02,Whoop,8458,137,2076,139,161,72,7.3,76.8,49,85,True,weight_gain
WEAR00000352,ATH000009,2024-04-14,Garmin,10007,110,1790,139,159,75,8.0,94.3,36,64,True,weight_gain
WEAR00000353,ATH000009,2022-07-27,Garmin,13368,147,2398,147,161,56,7.3,77.5,49,74,True,weight_gain
WEAR00000354,ATH000009,2022-07-25,Whoop,14214,129,1580,129,141,64,8.8,80.7,59,68,True,weight_gain
WEAR00000355,ATH000009,2022-08-20,Apple Watch,14727,154,2146,134,145,46,8.9,78.0,23,83,True,weight_gain
WEAR00000356,ATH000009,2024-01-13,Apple Watch,12587,216,3151,147,163,51,8.8,91.1,33,84,True,weight_gain
WEAR00000357,ATH000009,2022-02-01,Garmin,9822,191,2039,127,139,64,7.5,77.1,35,73,True,weight_gain
WEAR00000358,ATH000009,2022-04-19,Fitbit,13704,159,1682,154,159,64,7.8,76.3,40,83,True,weight_gain
WEAR00000359,ATH000009,2023-07-09,Fitbit,14965,148,3178,150,166,62,7.7,82.0,59,80,True,weight_gain
WEAR00000360,ATH000009,2024-08-17,Fitbit,12492,153,1399,138,145,53,8.7,71.4,56,84,True,weight_gain
WEAR00000361,ATH000010,2022-12-04,Garmin,9195,109,1637,139,152,58,8.2,94.9,48,64,True,amateur_athlete
WEAR00000362,ATH000010,2023-03-06,Apple Watch,9594,203,3923,150,171,61,8.3,90.6,33,85,True,amateur_athlete
WEAR00000363,ATH000010,2023-05-19,Fitbit,9161,161,2193,141,153,63,7.4,72.6,58,77,True,amateur_athlete
WEAR00000364,ATH000010,2022-09-25,Apple Watch,8337,150,2170,131,150,46,8.3,84.0,56,69,True,amateur_athlete
WEAR00000365,ATH000010,2024-10-02,Apple Watch,11163,115,1571,160,174,74,8.0,75.5,45,75,True,amateur_athlete
WEAR00000366,ATH000010,2022-06-28,Garmin,13928,216,6050,184,192,54,7.8,90.8,30,70,True,amateur_athlete
WEAR00000367,ATH000010,2024-07-08,Garmin,8213,162,1883,140,148,62,7.7,78.8,26,65,True,amateur_athlete
WEAR00000368,ATH000010,2024-09-16,Apple Watch,9168,147,2196,141,149,57,7.4,80.1,37,65,True,amateur_athlete
WEAR00000369,ATH000010,2023-07-12,Fitbit,14341,103,1817,155,172,73,7.7,71.9,37,74,True,amateur_athlete
WEAR00000370,ATH000010,2023-10-08,Garmin,9691,156,1884,136,151,62,7.3,92.2,50,62,True,amateur_athlete
WEAR00000371,ATH000010,2024-12-21,Whoop,13983,203,3408,151,171,62,7.6,90.9,33,81,True,amateur_athlete
WEAR00000372,ATH000010,2024-04-11,Whoop,14288,114,1388,143,150,46,8.0,72.1,27,78,True,amateur_athlete
WEAR00000373,ATH000010,2023-10-07,Fitbit,14073,135,1850,165,173,46,7.7,83.8,57,68,True,amateur_athlete
WEAR00000374,ATH000010,2023-12-17,Whoop,12613,169,3954,184,191,75,8.2,78.6,37,72,True,amateur_athlete
WEAR00000375,ATH000010,2022-05-20,Garmin,12448,185,2420,138,151,63,8.2,81.3,40,85,True,amateur_athlete
WEAR00000376,ATH000010,2023-01-04,Fitbit,11088,210,5318,178,190,52,8.8,89.5,29,68,True,amateur_athlete
WEAR00000377,ATH000010,2024-03-19,Fitbit,14308,136,2393,134,152,69,7.5,74.2,32,75,True,amateur_athlete
WEAR00000378,ATH000010,2022-09-05,Fitbit,12773,137,2068,164,171,64,8.0,72.7,29,62,True,amateur_athlete
WEAR00000379,ATH000010,2022-04-03,Apple Watch,12880,157,1511,141,152,72,7.5,90.5,45,74,True,amateur_athlete
WEAR00000380,ATH000010,2022-10-09,Fitbit,11665,206,4729,177,190,57,7.1,76.3,35,82,True,amateur_athlete
WEAR00000381,ATH000010,2024-10-31,Fitbit,14259,124,1581,137,152,66,7.9,74.0,29,66,True,amateur_athlete
WEAR00000382,ATH000010,2022-05-19,Whoop,13729,156,2102,133,152,46,7.4,79.4,26,63,True,amateur_athlete
WEAR00000383,ATH000010,2024-07-19,Garmin,10596,196,2873,131,156,65,7.9,73.0,48,60,True,amateur_athlete
WEAR00000384,ATH000010,2022-08-30,Whoop,10505,169,2601,154,174,50,7.5,86.8,60,81,True,amateur_athlete
WEAR00000385,ATH000010,2024-12-16,Apple Watch,10418,258,5980,168,190,53,7.8,85.1,23,74,True,amateur_athlete
WEAR00000386,ATH000010,2022-04-26,Garmin,13573,147,2039,167,168,48,8.7,92.5,56,74,True,amateur_athlete
WEAR00000387,ATH000010,2023-08-28,Whoop,9096,148,1902,158,170,66,7.5,91.4,54,80,True,amateur_athlete
WEAR00000388,ATH000010,2023-03-30,Garmin,14180,154,1975,148,152,45,9.0,72.9,37,65,True,amateur_athlete
WEAR00000389,ATH000010,2024-07-25,Apple Watch,9491,133,1762,151,172,74,8.4,91.0,22,79,True,amateur_athlete
WEAR00000390,ATH000010,2023-01-22,Whoop,8778,126,2256,165,174,62,8.4,77.8,53,85,True,amateur_athlete
WEAR00000391,ATH000010,2023-10-24,Apple Watch,10771,224,4074,151,175,53,7.2,79.1,60,84,True,amateur_athlete
WEAR00000392,ATH000010,2023-04-07,Garmin,9632,165,2180,135,153,63,8.6,87.0,55,64,True,amateur_athlete
WEAR00000393,ATH000010,2024-11-18,Fitbit,10858,125,1527,131,157,50,8.3,73.9,36,73,True,amateur_athlete
WEAR00000394,ATH000010,2024-01-13,Apple Watch,13030,243,6870,181,192,72,8.5,76.3,43,65,True,amateur_athlete
WEAR00000395,ATH000010,2022-07-16,Apple Watch,12528,110,1651,133,153,70,8.7,83.3,38,79,True,amateur_athlete
WEAR00000396,ATH000010,2024-07-10,Apple Watch,9314,189,4050,151,176,61,8.8,72.6,47,77,True,amateur_athlete
WEAR00000397,ATH000010,2024-12-05,Apple Watch,11908,179,2334,133,154,56,8.9,89.9,25,78,True,amateur_athlete
WEAR00000398,ATH000010,2023-06-04,Fitbit,13496,160,1982,151,170,45,7.3,91.8,52,85,True,amateur_athlete
WEAR00000399,ATH000010,2023-08-25,Apple Watch,9461,134,2727,165,176,57,8.1,70.9,53,76,True,amateur_athlete
WEAR00000400,ATH000010,2023-11-12,Apple Watch,12461,110,2034,155,171,62,8.8,94.8,59,61,True,amateur_athlete
WEAR00000401,ATH000011,2022-05-29,Whoop,14947,153,1464,146,156,59,8.3,93.3,39,74,True,elite_athlete
WEAR00000402,ATH000011,2022-07-13,Apple Watch,8724,140,1154,150,154,54,8.3,72.2,40,76,True,elite_athlete
WEAR00000403,ATH000011,2023-12-03,Apple Watch,8934,147,1291,120,137,69,8.2,83.4,36,81,True,elite_athlete
WEAR00000404,ATH000011,2024-05-22,Whoop,9640,276,2262,144,158,59,8.7,80.8,33,83,True,elite_athlete
WEAR00000405,ATH000011,2023-09-29,Fitbit,13748,184,1598,121,140,58,8.7,88.7,27,60,True,elite_athlete
WEAR00000406,ATH000011,2024-12-13,Fitbit,14193,211,1788,151,156,52,8.3,87.1,46,73,True,elite_athlete
WEAR00000407,ATH000011,2023-02-02,Apple Watch,12653,133,1285,133,142,52,7.0,75.6,53,75,True,elite_athlete
WEAR00000408,ATH000011,2023-06-19,Garmin,9781,273,2826,146,154,56,7.2,86.9,36,61,True,elite_athlete
WEAR00000409,ATH000011,2023-07-14,Garmin,11734,292,2965,152,156,74,8.4,90.9,29,85,True,elite_athlete
WEAR00000410,ATH000011,2023-09-02,Apple Watch,9045,197,1788,144,162,75,8.7,82.4,30,75,True,elite_athlete
WEAR00000411,ATH000011,2023-05-12,Fitbit,9132,178,1150,117,144,64,8.7,78.0,45,60,True,elite_athlete
WEAR00000412,ATH000011,2024-01-31,Apple Watch,12044,163,1099,134,139,50,8.0,76.9,60,81,True,elite_athlete
WEAR00000413,ATH000011,2024-10-04,Apple Watch,8599,250,3240,162,174,53,8.0,86.4,27,69,True,elite_athlete
WEAR00000414,ATH000011,2022-10-06,Apple Watch,10370,147,1707,144,156,69,7.5,74.2,22,80,True,elite_athlete
WEAR00000415,ATH000011,2024-07-26,Garmin,12909,180,1436,151,154,46,8.3,76.1,33,77,True,elite_athlete
WEAR00000416,ATH000011,2022-07-09,Whoop,9507,226,3031,140,161,47,7.1,74.0,32,67,True,elite_athlete
WEAR00000417,ATH000011,2023-09-01,Fitbit,10529,221,2562,163,175,68,8.8,74.5,53,79,True,elite_athlete
WEAR00000418,ATH000011,2022-09-08,Fitbit,8972,183,1825,136,160,63,8.4,71.5,33,60,True,elite_athlete
WEAR00000419,ATH000011,2022-12-15,Garmin,9833,170,1511,152,158,60,7.1,83.7,57,83,True,elite_athlete
WEAR00000420,ATH000011,2022-12-31,Fitbit,11191,166,1651,147,160,64,8.6,77.5,39,83,True,elite_athlete
WEAR00000421,ATH000011,2022-02-24,Fitbit,10772,181,1915,149,161,69,7.8,90.5,45,80,True,elite_athlete
WEAR00000422,ATH000011,2023-11-14,Fitbit,12490,238,2448,142,154,67,8.5,89.9,29,69,True,elite_athlete
WEAR00000423,ATH000011,2023-10-05,Garmin,10401,173,1408,146,162,63,7.2,80.1,45,75,True,elite_athlete
WEAR00000424,ATH000011,2024-02-15,Fitbit,9883,156,1016,124,141,53,7.1,88.3,21,62,True,elite_athlete
WEAR00000425,ATH000011,2023-07-22,Apple Watch,8164,177,1991,148,159,45,8.9,76.4,54,66,True,elite_athlete
WEAR00000426,ATH000011,2023-06-21,Apple Watch,9004,191,1479,118,141,46,7.9,79.8,43,65,True,elite_athlete
WEAR00000427,ATH000011,2024-04-25,Fitbit,11987,233,2341,159,172,73,7.9,75.9,25,82,True,elite_athlete
WEAR00000428,ATH000011,2023-10-26,Apple Watch,11055,164,1732,144,161,51,7.0,78.3,46,61,True,elite_athlete
WEAR00000429,ATH000011,2023-08-20,Whoop,12154,178,1349,148,156,74,7.8,75.0,27,64,True,elite_athlete
WEAR00000430,ATH000011,2023-06-17,Whoop,14828,146,1471,119,142,53,8.6,73.7,53,77,True,elite_athlete
WEAR00000431,ATH000011,2024-03-13,Whoop,9193,170,1233,133,142,59,8.3,74.9,37,68,True,elite_athlete
WEAR00000432,ATH000011,2022-11-01,Garmin,13890,162,979,138,156,51,8.1,88.4,48,68,True,elite_athlete
WEAR00000433,ATH000011,2023-10-27,Fitbit,10353,221,1589,128,137,62,7.6,80.6,24,80,True,elite_athlete
WEAR00000434,ATH000011,2022-05-16,Garmin,11246,173,2262,141,157,71,7.8,92.3,40,72,True,elite_athlete
WEAR00000435,ATH000011,2023-12-07,Fitbit,9446,139,1552,142,160,61,8.7,77.3,26,62,True,elite_athlete
WEAR00000436,ATH000011,2022-03-23,Garmin,10407,220,3003,159,174,52,9.0,70.2,48,67,True,elite_athlete
WEAR00000437,ATH000011,2024-06-03,Fitbit,10092,111,1305,142,158,63,8.1,83.6,44,85,True,elite_athlete
WEAR00000438,ATH000011,2024-02-09,Fitbit,8278,169,1144,125,142,63,7.1,94.9,46,64,True,elite_athlete
WEAR00000439,ATH000011,2024-03-21,Fitbit,8148,129,1271,141,155,71,7.0,81.0,31,68,True,elite_athlete
WEAR00000440,ATH000011,2023-10-17,Apple Watch,10904,159,1121,121,144,71,7.8,89.4,44,75,True,elite_athlete
